Sales,Ad_Spend,Email_Campaigns,Website_Traffic,Avg_Rating,Discount_Pct,Competitor_Price_Index,Inventory_Level,Social_Media_Engagement,Season,Product_Type,Category_ID,Month
454.58,19.16,3,265.9,4.3,6.01,110.33,1317,38.85,Winter,Fashion,55,1
292.03,17.71,10,182.42,4.95,10.2,98.79,1736,68.04,Winter,Fashion,55,2
296.09,40.51,5,122.49,4.58,11.34,97.27,1028,27.79,Spring,Fashion,55,3
380.39,65.84,12,165.1,4.8,18.3,90.64,1907,72.92,Spring,Fashion,55,4
331.18,27.76,8,185.35,3.15,14.94,82.38,761,45.13,Spring,Fashion,55,5
306.73,39.24,11,106.31,3.6,21.04,85.25,357,35.82,Summer,Fashion,55,6
462.68,99.95,8,132.45,4.36,11.74,101.83,1648,52.58,Summer,Fashion,55,7
264.69,14.66,7,97,4.48,10.77,110.09,670,85.88,Summer,Fashion,55,8
392.17,34.15,9,166.84,3.77,22.66,88.49,443,80.05,Fall,Fashion,55,9
338.88,29.92,7,174.02,4.51,7.82,106.55,1744,41.09,Fall,Fashion,55,10
405.64,20.29,7,231.79,4.1,6.14,87.42,600,23.75,Fall,Fashion,55,11
283.42,15.96,4,127.51,3.93,18.74,91.6,869,38.56,Winter,Fashion,55,12
326.71,61.82,6,89.29,3.71,13.89,91.71,1111,42.3,Winter,Fashion,55,13
391.55,41.92,9,195.66,3.69,25.86,92.99,972,71.78,Spring,Fashion,55,14
319.45,8.62,6,157.55,4.48,5.53,106.39,952,58.83,Spring,Fashion,55,15
234.69,11.33,10,98.97,4.97,7.83,109.12,577,39.29,Spring,Fashion,55,16
316.21,77.6,18,67.21,3.92,14.24,83.01,562,34.76,Summer,Fashion,55,17
176.04,38.56,10,57.32,3.88,17.06,91.8,1057,30.75,Summer,Fashion,55,18
371.3,9.55,5,127.86,4.79,7.06,142.11,456,23.84,Winter,Electronics,56,1
531.74,43.94,10,190.75,4.56,7.7,137.32,676,56.8,Winter,Electronics,56,2
358.72,35.49,11,93.85,4.66,9.02,121.62,1045,89.36,Spring,Electronics,56,3
633.58,119.35,9,151.57,3.54,15.26,110.77,662,60.21,Spring,Electronics,56,4
396.61,12.31,8,203.57,3.83,17.74,103.4,1115,49.69,Spring,Electronics,56,5
299.01,43.51,11,98.06,4.53,5.68,104.33,1124,32.34,Summer,Electronics,56,6
342.58,7.97,4,165.78,4.37,16.9,119.94,1351,8.24,Summer,Electronics,56,7
327.67,30.08,8,119.46,4.76,19.63,76.53,827,46.75,Summer,Electronics,56,8
473.58,73.87,4,144.28,4.42,10.89,90.52,564,15.87,Fall,Electronics,56,9
464.11,21.38,4,250.05,3.43,24.25,107.62,845,43.21,Fall,Electronics,56,10
220.03,14.74,8,58.29,4.1,10.41,87.85,1092,64.54,Fall,Electronics,56,11
436.39,39,12,194.91,3.43,22.79,78.55,1234,69.31,Winter,Electronics,56,12
471.7,38.76,6,227.49,3.14,3.29,107.39,2007,56.43,Winter,Electronics,56,13
250.2,23.99,6,93.16,4.25,10.38,102.17,1796,50.52,Spring,Electronics,56,14
515.97,45.17,8,280.61,3.75,5.21,96.12,1015,32.36,Spring,Electronics,56,15
329.02,36.78,10,116.7,4.08,6.53,93.94,665,53.01,Spring,Electronics,56,16
595.16,18.31,5,359.74,4.29,13.44,71.35,1449,26.66,Summer,Electronics,56,17
662.12,48.16,6,338.02,4.27,4.31,91.52,582,61.37,Summer,Electronics,56,18
376.81,75.88,8,99.26,3.85,21.06,64.08,411,67.49,Winter,Fashion,57,1
629.7,70.2,7,307.75,4.58,7.26,100.11,1000,65.75,Winter,Fashion,57,2
217.1,26.86,4,109.35,3.94,14.19,122.77,1192,54.42,Spring,Fashion,57,3
244.06,14.45,5,163.42,2.95,10.32,78.4,1638,67.34,Spring,Fashion,57,4
333.84,56.04,5,135.81,4.32,9.83,75.54,925,38.05,Spring,Fashion,57,5
242,20.76,12,145.82,3.18,10.14,91.26,1039,38.42,Summer,Fashion,57,6
359.18,38.2,13,113.28,4.26,20.11,89.55,394,62.23,Summer,Fashion,57,7
195.48,13.38,13,58.96,4.4,8.98,91.23,726,48.49,Summer,Fashion,57,8
384.78,64.59,2,117.18,4.53,5.62,107,1135,55.83,Fall,Fashion,57,9
382.78,49.25,5,164.2,4.24,18.15,102.85,1092,51.37,Fall,Fashion,57,10
218.97,25.81,3,75.22,4.59,21.47,123.76,644,37.34,Fall,Fashion,57,11
483.45,56.5,8,214.26,3.83,3.35,78.51,463,77.3,Winter,Fashion,57,12
430.9,33.73,8,187.43,4.75,15.11,102.5,516,47.05,Winter,Fashion,57,13
279.24,13.31,6,134.88,4.03,15.76,102.56,822,52.32,Spring,Fashion,57,14
290.91,57.65,10,73.09,4.55,13.93,87.02,878,88.2,Spring,Fashion,57,15
340.72,20.54,11,191.69,4.12,3.9,127.97,855,20.36,Spring,Fashion,57,16
673.22,45.22,9,411.6,4.39,19.79,77.66,670,27.55,Summer,Fashion,57,17
225.57,26.65,11,76.18,4.01,27.84,109.01,1296,80.75,Summer,Fashion,57,18
417.37,13.27,4,247.9,3.52,17.3,96.87,1079,54.54,Winter,Fashion,58,1
235.94,23.05,6,101.95,3.53,21.26,98.53,1383,47.25,Winter,Fashion,58,2
312.14,46.22,8,154.05,4.66,16.69,99.32,1549,6.65,Spring,Fashion,58,3
369.77,24.35,5,202.17,4.55,6.27,101.2,1355,46.68,Spring,Fashion,58,4
556.36,56.72,5,254.27,4.34,18.92,100.46,457,37.71,Spring,Fashion,58,5
215.76,28.06,5,121.82,4.09,10.47,81.59,1024,46.09,Summer,Fashion,58,6
221.36,31.73,8,106.22,3.7,11.36,84.77,1041,62.17,Summer,Fashion,58,7
266.31,43.37,7,131.07,3.59,10.05,94.31,1946,71.48,Summer,Fashion,58,8
203.34,31.88,6,49.23,4.11,16.99,77.23,865,61.42,Fall,Fashion,58,9
301.87,65.58,7,104.94,4.81,10.36,107.93,1598,37.93,Fall,Fashion,58,10
423.6,33.07,14,255.76,3.69,4.39,89.26,1952,78.85,Fall,Fashion,58,11
561.57,24.21,9,315.02,4.36,5.31,112.01,399,28.86,Winter,Fashion,58,12
324.14,25.85,6,119.87,4.03,11.36,104.98,991,53.4,Winter,Fashion,58,13
718.31,19.33,5,509.44,4.44,8.98,104.26,903,80.9,Spring,Fashion,58,14
418.9,23.09,11,216.86,4.59,5.6,84.82,237,59.42,Spring,Fashion,58,15
553.42,28.85,13,367.05,4.92,13.7,104.51,1857,40.76,Spring,Fashion,58,16
685.86,56.58,9,400.03,4.17,11.85,119.41,1151,56.33,Summer,Fashion,58,17
392.29,10.61,6,243.09,4.72,5.48,106.51,581,35.7,Summer,Fashion,58,18
782.4,31.29,9,498.19,4.55,15.15,72.45,1814,75.78,Winter,Electronics,59,1
305.97,10.11,8,149.3,3.71,19.24,89.13,1087,51.9,Winter,Electronics,59,2
369.74,15.31,5,112.24,4.47,13.42,119.14,809,65.87,Spring,Electronics,59,3
536.42,24.05,9,294.35,4.85,5.8,82.45,1153,85.23,Spring,Electronics,59,4
662.67,27.8,10,446.73,4.34,1.24,80.96,1828,79.63,Spring,Electronics,59,5
286.76,25.85,6,81.47,4.06,19.45,108.6,866,29.38,Summer,Electronics,59,6
556.35,94.34,9,182.78,4.38,14.91,104.43,1181,44.91,Summer,Electronics,59,7
641.74,45.84,5,342.95,4.44,5.73,100.76,941,33.86,Summer,Electronics,59,8
401.45,25.04,6,188.34,4.45,10.71,87.71,927,48.49,Fall,Electronics,59,9
535.17,97.28,3,171.47,4.26,6.83,108.95,1311,35.57,Fall,Electronics,59,10
263.75,22.52,4,74.52,4.73,18.07,90.3,1370,57.21,Fall,Electronics,59,11
243.84,11.47,12,88.07,3.93,16.67,104.59,1123,8.72,Winter,Electronics,59,12
606.04,7.99,8,398.17,3.67,5.23,112.99,860,25.96,Winter,Electronics,59,13
375.4,14.24,8,162.13,4.68,15.14,115.23,772,64.39,Spring,Electronics,59,14
452.43,44.47,7,187.93,4.61,9.31,111.53,1283,15.19,Spring,Electronics,59,15
408.3,16.7,4,225.34,4.01,4.19,78.65,1160,44.77,Spring,Electronics,59,16
370.05,17.19,6,182.69,4.8,2.72,96.7,942,17.9,Summer,Electronics,59,17
301.71,11.37,4,123.36,3.07,8.63,98.8,292,28.06,Summer,Electronics,59,18
252.44,38.95,5,127.97,4.18,2.12,123.28,2270,38.6,Winter,Fashion,60,1
434,11.58,7,266.58,4.88,15.91,97.04,849,32.81,Winter,Fashion,60,2
201.41,10.99,8,94.99,4.86,1.99,114.69,1174,42.34,Spring,Fashion,60,3
420.98,55.54,10,124.98,4.34,19.86,131.94,495,54.79,Spring,Fashion,60,4
317.67,8.09,9,167.53,3.86,1.91,115.18,655,51.97,Spring,Fashion,60,5
333.81,13.59,5,246.87,4.34,14.2,87.46,1666,48.73,Summer,Fashion,60,6
171.77,23.23,8,65.4,4.65,4.7,88,1319,47.76,Summer,Fashion,60,7
272.34,64.01,3,69.59,3.56,23.91,114.57,949,39.39,Summer,Fashion,60,8
261.14,6.56,9,149.28,4.18,13.64,121.12,799,57.29,Fall,Fashion,60,9
250.74,34,7,84.62,4.3,13.65,101.51,1207,54.26,Fall,Fashion,60,10
380.98,37.48,7,169.72,4.32,7.49,115.98,608,73.98,Fall,Fashion,60,11
212.54,13.69,7,59.23,3.63,7.73,112.47,727,43.88,Winter,Fashion,60,12
331.14,33.49,4,119.17,4.89,13.2,105.98,590,84.41,Winter,Fashion,60,13
600.87,79.86,8,220.76,4.75,5.89,127.48,213,86.79,Spring,Fashion,60,14
377.91,28.21,4,149.57,4.19,17.59,140.9,814,32.26,Spring,Fashion,60,15
305.6,7.07,5,201.56,4.05,3.56,97.15,996,59.27,Spring,Fashion,60,16
484.25,35.59,9,222.34,4.28,6.27,102.97,272,40.19,Summer,Fashion,60,17
341.74,34.35,8,154.76,4.6,3.31,108.14,1489,38.24,Summer,Fashion,60,18
410.09,40.32,9,148.8,4.64,9.92,98.03,1227,34.73,Winter,Electronics,61,1
531.26,30.5,9,229.72,4.34,17.18,107.14,1170,63.53,Winter,Electronics,61,2
321.82,20.61,8,153.88,4.7,9.68,101.46,1618,54.56,Spring,Electronics,61,3
380.56,25.89,11,130.85,3.77,15.42,108.57,852,64.23,Spring,Electronics,61,4
443.11,47.29,8,191.2,4.75,5.78,113.4,1364,36.33,Spring,Electronics,61,5
629.35,20.04,7,406.66,4.18,6.94,78.07,787,47.04,Summer,Electronics,61,6
531.73,86.07,7,174.87,4.23,7.29,96.9,566,28.77,Summer,Electronics,61,7
331.9,10.17,6,184.22,4.19,10.47,75.85,1148,82.97,Summer,Electronics,61,8
356.01,30.67,6,128.13,3.74,2.94,100.48,654,88.35,Fall,Electronics,61,9
272.73,14.5,6,74.76,4.39,3.25,97.23,1544,58.03,Fall,Electronics,61,10
693,52.65,9,348.14,3.47,5.13,93.39,497,59.27,Fall,Electronics,61,11
383.95,35.92,14,175.63,2.99,9.42,76.58,1256,56.11,Winter,Electronics,61,12
372.49,24.43,5,187.5,4.02,22.52,103.79,1016,78.96,Winter,Electronics,61,13
391.08,56.32,7,110.78,3.75,15.7,110.49,455,81.6,Spring,Electronics,61,14
544.49,53.27,13,269.79,3.62,11.38,106.73,1290,74.03,Spring,Electronics,61,15
218.99,9.92,11,57.34,4.89,21.99,83.55,1327,28.25,Spring,Electronics,61,16
498.64,52.76,8,178.5,4.83,16.46,108.44,821,44.65,Summer,Electronics,61,17
336.73,39.55,14,168.78,3.83,14.99,100.48,2117,89.22,Summer,Electronics,61,18
351.56,22.54,5,118.6,4.03,5.19,114.33,773,34.17,Winter,Fashion,62,1
258.28,14.92,11,74.98,4.07,12.39,118.3,1010,85.04,Winter,Fashion,62,2
573.77,105.5,10,184.99,3.84,8.92,102.47,954,25.69,Spring,Fashion,62,3
577.91,28.37,15,339.26,4.1,30.64,120.58,480,39.4,Spring,Fashion,62,4
313.22,16.89,10,162.45,3.73,22.92,103.08,925,64.44,Spring,Fashion,62,5
286.54,16.64,10,153.9,4.01,28.07,113.11,1320,48.68,Summer,Fashion,62,6
286.71,56.33,9,119.59,3.61,4.54,95.94,1595,43.86,Summer,Fashion,62,7
218.49,26.63,8,92.18,4.44,4.18,139.06,947,50.61,Summer,Fashion,62,8
227.78,23.4,10,58.85,4.15,14.95,113.71,1249,47.23,Fall,Fashion,62,9
426.88,43.12,13,196.88,4.76,17.48,122.28,1249,57.11,Fall,Fashion,62,10
458.65,35.67,7,237.81,4.31,14.17,96.04,1095,77.19,Fall,Fashion,62,11
277.05,18.79,4,86.36,4.06,9.52,106.33,604,15.18,Winter,Fashion,62,12
440.49,42.01,7,180.07,4.33,11.9,101.07,1083,83.53,Winter,Fashion,62,13
547.61,36.96,9,334.84,3.1,5.8,86.8,916,71.78,Spring,Fashion,62,14
393.25,23.33,9,193.29,4.39,14.67,95.06,550,69.43,Spring,Fashion,62,15
448.95,32.39,8,198.98,2.89,24.87,101.95,720,70.98,Spring,Fashion,62,16
299.27,68.75,5,63.98,3.99,5.7,109.85,583,54.48,Summer,Fashion,62,17
424.7,41.2,6,171.83,4.75,7.29,130.53,812,40.26,Summer,Fashion,62,18
361.2,42.88,6,173.02,3.26,20.65,90.17,1356,11.16,Winter,Home,63,1
350.4,16.86,8,125.56,4.49,11.33,108.36,1188,68.53,Winter,Home,63,2
385.01,63.37,5,115.06,3.92,12.03,95.78,732,48.98,Spring,Home,63,3
304.47,22.43,12,120.37,3.98,14.46,62.66,731,56.73,Spring,Home,63,4
244.56,20.38,8,108.4,4.04,6.66,80.6,964,22.8,Spring,Home,63,5
279.03,8.03,6,129.33,3.84,14.02,84.69,371,90,Summer,Home,63,6
470.33,35.26,9,315.28,4.07,1.99,120.55,1493,14.38,Summer,Home,63,7
472.68,36.01,10,243.16,4.56,15.28,117.75,939,31.06,Summer,Home,63,8
595.09,68.57,7,241.73,4.4,13.14,106.89,537,64.86,Fall,Home,63,9
242.51,33.9,5,98.26,4.3,14.71,87.92,1592,65.99,Fall,Home,63,10
397.34,12.64,5,225.19,3.99,15.97,109.65,1119,72.36,Fall,Home,63,11
323.44,21.77,5,133.35,3.94,5.29,88.29,698,77.22,Winter,Home,63,12
446.34,50.14,10,129.2,4.11,18.94,122.93,1058,47.3,Winter,Home,63,13
573.77,56.75,7,296.93,4.84,3.4,129.99,1453,54.83,Spring,Home,63,14
772.96,69.68,6,455.32,3.85,9.69,79.24,1367,29.97,Spring,Home,63,15
281.84,18.1,12,121.41,3.98,16.12,88.17,808,62.8,Spring,Home,63,16
254.55,30.98,4,108.53,4.33,22,129.33,1832,49.3,Summer,Home,63,17
337.07,32.17,7,181.01,3.88,3.66,91.7,1585,50,Summer,Home,63,18
371.97,28.61,8,153.45,4.35,3.64,101.54,1331,55.21,Winter,Fashion,64,1
405.8,43.66,7,206.02,4.02,11.91,97.75,1173,40.39,Winter,Fashion,64,2
209.41,7.6,9,103.35,3.83,19.24,102.13,1231,37.31,Spring,Fashion,64,3
318.76,40.93,9,79.98,4.79,10.29,82.48,504,28.22,Spring,Fashion,64,4
283.26,16.35,7,127.86,4.79,6.57,54.91,1015,48.84,Spring,Fashion,64,5
399.4,57.74,4,143.29,4.37,7.14,73.75,636,55.08,Summer,Fashion,64,6
567.42,28.96,16,301.23,3.94,14.28,128.95,690,27.84,Summer,Fashion,64,7
221.36,34.38,9,42.39,4,11.43,100.42,1209,64.07,Summer,Fashion,64,8
385.97,30.3,6,178.98,3.63,17.71,114.91,1108,12.04,Fall,Fashion,64,9
255.38,9.81,9,146.11,4,4.19,92.79,695,39.85,Fall,Fashion,64,10
278.17,49.71,10,86.83,3.75,15.02,69.7,1099,35.36,Fall,Fashion,64,11
621.37,57.62,7,292.37,4.31,20.42,101.91,874,70.59,Winter,Fashion,64,12
334.35,29.45,3,145.82,4.28,13.28,119.88,1258,59.75,Winter,Fashion,64,13
463.85,84.7,3,160.04,4.37,10.3,108.61,468,23.12,Spring,Fashion,64,14
275.95,9.77,8,135.27,4.79,5.81,97.86,1029,16.71,Spring,Fashion,64,15
438.03,24.88,8,290.4,4.94,12.63,85.69,1921,41.05,Spring,Fashion,64,16
468.42,54.91,11,192.88,4.65,13.6,64.51,457,65.65,Summer,Fashion,64,17
11.5,11.67,8,43.57,3.95,9.33,76.11,3022,51.52,Summer,Fashion,64,18
365.36,21.69,9,138.41,2.98,23.99,98.63,553,22.77,Winter,Home,65,1
470.4,21.55,8,293.52,4.55,1.89,72.62,1588,37.98,Winter,Home,65,2
236.41,36.19,8,46,4.73,5.38,84.11,925,48.22,Spring,Home,65,3
482.39,74.52,7,200.56,3.84,11.35,81.53,813,28.04,Spring,Home,65,4
364.83,32.4,8,176.94,4.4,11.83,97.14,543,18.22,Spring,Home,65,5
246.27,10.12,9,154.68,4.56,8.75,118.16,1283,21.43,Summer,Home,65,6
409.69,60.72,7,156.95,4.13,11.52,98.62,1120,59.3,Summer,Home,65,7
318.32,24.15,2,221.77,4.26,5.89,111.26,1977,22.8,Summer,Home,65,8
308.6,22.36,8,153.1,4.42,8.47,109.79,658,85.81,Fall,Home,65,9
375.83,46.2,9,162.34,3.88,14.38,105.79,1189,73.6,Fall,Home,65,10
247.22,35.17,8,95.51,3.79,12.88,73.08,1407,42.47,Fall,Home,65,11
348.14,29.06,6,196.03,4.02,8.68,92.54,1336,70.11,Winter,Home,65,12
443.82,44.17,5,186.92,4.66,11.17,89.33,905,43.42,Winter,Home,65,13
332.3,18.6,12,185.06,4.85,3.83,72.72,1137,23.44,Spring,Home,65,14
385.4,14.96,11,219.14,3.82,13.49,101.04,755,45.28,Spring,Home,65,15
263.5,15.31,9,101.24,3.57,6.46,106.23,449,18.82,Spring,Home,65,16
418.12,45.2,5,252.17,3.95,2.39,98.26,1287,43.73,Summer,Home,65,17
537.43,11.53,12,330.83,3.98,6.39,89.17,1319,60.56,Summer,Home,65,18
436.95,38.51,5,245.23,4.57,5.65,97.62,820,74.46,Winter,Fashion,66,1
261.39,24.49,7,183.17,4.89,22.39,81.66,2861,25.17,Winter,Fashion,66,2
542.67,28.38,9,373.21,4.02,23.44,80.17,2149,53.87,Spring,Fashion,66,3
407.29,22.55,6,207.98,4.52,15.34,101.93,623,54.43,Spring,Fashion,66,4
372.35,49.51,9,166.84,3.57,8.91,98.61,1280,53.32,Spring,Fashion,66,5
363.63,29.92,10,134.52,4.58,5.3,82.58,202,44.37,Summer,Fashion,66,6
376.76,20.67,4,173.77,3.75,12.19,129.19,791,69.61,Summer,Fashion,66,7
132.92,7.62,9,66.29,3.79,17.47,101.42,1564,46.72,Summer,Fashion,66,8
210.47,47.46,7,72.97,4.39,5.96,89.05,2034,61.7,Fall,Fashion,66,9
480.06,81.42,11,153.99,2.96,15.49,91.45,566,31.22,Fall,Fashion,66,10
459.48,59.78,8,171.32,4.39,20.94,103.65,1033,41.63,Fall,Fashion,66,11
365.39,33.77,4,159.6,4.23,2.96,94.56,540,39.45,Winter,Fashion,66,12
261.35,13.48,8,141.47,4.33,7.62,113.05,1444,47.66,Winter,Fashion,66,13
504.37,35.1,12,270.69,4.38,20.63,113.92,818,67.22,Spring,Fashion,66,14
362.14,11.8,7,208.44,3.49,22.66,111.71,414,80.54,Spring,Fashion,66,15
228.48,5.96,11,93.1,3.65,2.81,104.99,614,34.75,Spring,Fashion,66,16
394.65,28.49,2,265.6,4.28,13.41,98.44,1765,40.79,Summer,Fashion,66,17
301.4,30.02,11,117.22,4.14,11.86,103.38,965,57.57,Summer,Fashion,66,18
578.88,29.11,5,316.52,3.53,18.39,68.9,387,37.85,Winter,Fashion,67,1
393.44,18.78,12,182.64,3.8,18.63,108.27,637,54.03,Winter,Fashion,67,2
309.49,51.07,9,128.32,3.72,28.75,101.15,2097,34.98,Spring,Fashion,67,3
321.78,9.35,11,180.44,4.16,12.59,123.08,1071,49.33,Spring,Fashion,67,4
276.5,33.73,6,142.01,3.85,9.49,109.62,1453,67.41,Spring,Fashion,67,5
541.57,31.3,15,319.46,4.15,3.33,96.75,1169,62.05,Summer,Fashion,67,6
336.29,77.4,3,140.49,3.94,9.61,100.6,2055,65.49,Summer,Fashion,67,7
429.28,41.25,9,194.29,4.31,11.24,142.4,946,47.77,Summer,Fashion,67,8
209.07,30.7,2,139.25,3.67,9.31,115.32,2043,51.09,Fall,Fashion,67,9
360.5,32.61,10,157.72,4.59,4.52,79.44,1154,65.08,Fall,Fashion,67,10
243.39,19.16,8,105.98,4.89,14.44,77.9,760,34.29,Fall,Fashion,67,11
703.76,38.46,5,453.97,4.48,11.3,118.13,1234,79.68,Winter,Fashion,67,12
559.84,67.72,11,197.48,4.52,2.99,108.84,512,58.28,Winter,Fashion,67,13
378.98,40.62,9,187.5,4.73,27.98,101.92,780,17.11,Spring,Fashion,67,14
342.82,26.76,8,115.34,4.8,7.19,101.92,421,85.79,Spring,Fashion,67,15
352.09,8.61,8,229.96,4.87,15.95,106.36,1183,56.44,Spring,Fashion,67,16
573.55,67.54,4,290.63,3.99,9.88,101.62,739,51.49,Summer,Fashion,67,17
216.83,48.37,11,49.87,4.62,3.32,113.36,1647,21.71,Summer,Fashion,67,18
451.41,47.25,11,153.99,2.84,18.9,91.56,238,33.81,Winter,Home,68,1
357.22,32.65,10,172.95,3.84,13.66,106.2,1009,49.2,Winter,Home,68,2
277.07,17.07,9,119.36,4.7,20.6,77.72,917,44.56,Spring,Home,68,3
467.8,78.52,14,144.22,4.65,11.91,111.03,762,56.59,Spring,Home,68,4
354.55,66.38,9,52.5,4.04,6.58,79.2,410,73.62,Spring,Home,68,5
334.73,61.59,12,92.53,4.09,4.7,124.21,798,64.01,Summer,Home,68,6
448.03,41.83,5,202.47,3.93,12.32,116.93,774,29.28,Summer,Home,68,7
845.55,133.21,9,348.46,3.08,15.53,94.2,999,72.39,Summer,Home,68,8
286.35,21.82,9,78.57,4.77,18.82,104.75,936,34.92,Fall,Home,68,9
767.63,68.09,7,403.65,4.13,15.29,111.27,906,42.49,Fall,Home,68,10
326.47,13.66,8,210.77,4.19,2.8,79.99,1388,58.78,Fall,Home,68,11
551.15,48.1,8,214.56,4.08,12.06,118.4,593,46.7,Winter,Home,68,12
109.95,16.61,5,60.24,3.29,15.23,88.98,2199,65.88,Winter,Home,68,13
351.09,9.13,10,200.97,3.16,23.71,78.04,215,55.35,Spring,Home,68,14
305.43,34.1,6,139.47,4.87,11.27,99.67,1122,19.77,Spring,Home,68,15
252.85,28.94,13,116.39,4.06,6.69,97.4,1494,26.53,Spring,Home,68,16
244.4,38.38,10,75.07,4.53,18.22,86.08,1350,34.08,Summer,Home,68,17
434.37,41.96,7,230.68,4.58,13.93,87.69,1647,41.76,Summer,Home,68,18
318.92,19.8,11,168.82,4.25,9.89,110.63,1351,30.3,Winter,Home,69,1
473.18,39.13,6,219,4.56,25.21,106.7,607,10.97,Winter,Home,69,2
364.4,12.69,7,189.81,4.29,10.23,79.42,645,53.58,Spring,Home,69,3
379.72,30.95,6,189.59,3.95,14.42,98.27,907,40.73,Spring,Home,69,4
337.09,25.17,5,133.61,4.95,17.55,119.82,800,48.94,Spring,Home,69,5
542.04,94.49,8,220.69,4.35,9.63,80.77,1102,31.66,Summer,Home,69,6
399.8,32.73,10,177.98,4.44,2.79,91.5,342,31.95,Summer,Home,69,7
250.87,28.75,8,156.37,4.14,10.94,79.04,1659,71.19,Summer,Home,69,8
464.88,40.45,5,217.15,3.72,20.1,83.21,324,42.71,Fall,Home,69,9
292.67,17.97,5,108.3,4.54,23.61,79.92,206,55.4,Fall,Home,69,10
429.99,23.56,6,244.4,3.7,11.5,113.42,1595,59.39,Fall,Home,69,11
518.38,63.57,6,197.63,3.84,25.54,126.01,1270,55.8,Winter,Home,69,12
239.81,17.58,10,87.99,4.08,6.34,125.65,1313,77.19,Winter,Home,69,13
475.37,22.68,11,277.67,4.27,9.49,92,849,64.64,Spring,Home,69,14
416.74,28.98,9,234.77,4.47,11.05,66.86,859,51.29,Spring,Home,69,15
332.9,15.97,7,174.53,4.09,14.54,123.48,1138,33.46,Spring,Home,69,16
302.39,27.31,6,170.15,4.68,12.84,96.56,1300,72.5,Summer,Home,69,17
262.35,49.05,7,73.8,4.8,7.86,124.79,2223,69.3,Summer,Home,69,18
734,67.36,9,314.69,4.52,7.39,124.84,697,59.91,Winter,Electronics,70,1
330.57,23.6,8,104.82,2.97,4.64,84.54,425,40.56,Winter,Electronics,70,2
369.66,23.78,5,90.41,4.6,23.32,99.78,602,31.57,Spring,Electronics,70,3
277.66,45.79,11,78.43,3.72,16.32,76.72,1234,41.28,Spring,Electronics,70,4
363.73,24.2,9,150.49,4.52,9.62,106.13,1291,78.05,Spring,Electronics,70,5
235.1,20.5,9,89.72,4.64,21.69,93.34,851,20.73,Summer,Electronics,70,6
353.44,26.57,3,161.43,3.42,5.69,87.7,592,49.86,Summer,Electronics,70,7
327.39,33.95,6,139.66,3.94,6.78,111.86,840,31.41,Summer,Electronics,70,8
476.96,31.94,4,206.42,3.97,1.86,96.92,881,90.56,Fall,Electronics,70,9
266.14,22.73,5,98.41,3.95,7.57,95.05,420,48.08,Fall,Electronics,70,10
393.92,41.2,6,169.77,4.36,14.53,83.96,1011,44.47,Fall,Electronics,70,11
499.37,76.11,9,146.14,4.56,5.76,87.49,1396,28.98,Winter,Electronics,70,12
226.34,10.78,9,66.63,4.8,13.76,117.91,1173,38.35,Winter,Electronics,70,13
458.29,25.69,10,229.48,4.2,13.29,96.73,849,49.54,Spring,Electronics,70,14
424.31,19.2,6,269.39,4.35,8.69,101.63,1227,50.06,Spring,Electronics,70,15
483.57,21.7,6,254.45,4.65,4.03,130.05,603,17.13,Spring,Electronics,70,16
241.86,9.83,11,87.11,4.35,21.46,106.75,545,55.6,Summer,Electronics,70,17
402.28,63.12,8,91.89,2.93,16.54,107.22,455,20.33,Summer,Electronics,70,18
532.81,91.46,9,94.57,4.86,18.04,113.16,579,42.16,Winter,Electronics,71,1
336.55,10.03,4,141.67,4.43,4.32,86.97,939,30.35,Winter,Electronics,71,2
352.78,32.11,8,156.3,3.55,2.85,87.92,1048,37.87,Spring,Electronics,71,3
568.29,44.18,6,295.22,4.32,11.47,100.57,1177,53.54,Spring,Electronics,71,4
179.96,10.12,10,137.02,4.32,5.58,113.97,1849,68.54,Spring,Electronics,71,5
611.24,67.17,14,216.69,4.93,9.25,133.65,227,55.66,Summer,Electronics,71,6
298.58,50.89,9,69.9,3.83,20.64,101.83,762,21.17,Summer,Electronics,71,7
472.76,17.56,8,269.36,3.65,16.44,74.44,567,58.12,Summer,Electronics,71,8
176.23,21.72,6,41.09,4.27,1.63,76.27,1077,74.49,Fall,Electronics,71,9
465.42,23.58,4,284.71,4.04,20.27,105.64,1209,72.89,Fall,Electronics,71,10
468.41,25.38,8,274.17,3.93,11.63,85.94,1044,19.3,Fall,Electronics,71,11
382.8,24.3,11,190.88,4.93,13.62,98.74,1386,65.82,Winter,Electronics,71,12
372.91,18.22,7,157.82,3.8,5.91,67.98,697,54.46,Winter,Electronics,71,13
465.35,77.64,8,149.12,4.02,10.24,96.29,1316,70.45,Spring,Electronics,71,14
414.99,36.91,12,145.21,4.63,13.69,97.84,799,54.74,Spring,Electronics,71,15
362.7,14.01,6,209.83,3.9,22.38,81.83,754,17.86,Spring,Electronics,71,16
293.26,35.31,7,42.13,4.28,2.62,113.03,667,53.8,Summer,Electronics,71,17
443.77,12.6,11,232.33,3.62,13.13,113.47,548,80.69,Summer,Electronics,71,18
162.16,14.83,6,68.3,3.47,14.44,86.49,1302,37.82,Winter,Fashion,72,1
571.05,11.34,7,378.99,3.67,16.8,86.23,1126,33.57,Winter,Fashion,72,2
345.24,23.19,5,146.39,4.21,8.24,93.97,717,38.45,Spring,Fashion,72,3
